Title,Time,NormalisedTS,Party A,Party B,"Outcome (A, B,  inconclusive)"
Captain America: Civil War,90.98,0.6189,Captain America,Black Panther,Captain America
Captain America: Civil War,91.03,0.6193,Captain America,Black Panther,Captain America
Captain America: Civil War,91.15,0.6201,Captain America,Black Panther,inconclusive
Captain America: Civil War,91.22,0.6205,Ant-Man,Black Widow,Black Widow
Captain America: Civil War,91.27,0.6209,Ant-Man,Black Widow,Ant-Man
Captain America: Civil War,91.37,0.6216,Ant-Man,Black Widow,Black Widow
Captain America: Civil War,91.53,0.6227,Spider-Man,Falcon,Spider-Man
Captain America: Civil War,91.6,0.6231,Spider-Man,The Winter Soldier,Spider-Man
Captain America: Civil War,91.67,0.6236,Falcon,Spider-Man,Falcon
Captain America: Civil War,91.83,0.6247,Iron Man,Hawkeye,Iron Man
Captain America: Civil War,91.83,0.6247,Iron Man,Scarlet Witch,Iron Man
Captain America: Civil War,91.88,0.625,Captain America,Black Panther,inconclusive
Captain America: Civil War,92.0,0.6259,Captain America,Black Panther,Black Panther
Captain America: Civil War,92.02,0.626,War Machine,Captain America,Captain America
Captain America: Civil War,92.45,0.6289,Scarlet Witch,Iron Man,Scarlet Witch
Captain America: Civil War,92.6,0.6299,Spider-Man,Falcon,inconclusive
Captain America: Civil War,92.88,0.6318,Spider-Man,The Winter Soldier,Spider-Man
Captain America: Civil War,92.9,0.632,Falcon,Spider-Man,Falcon
Captain America: Civil War,92.97,0.6324,Spider-Man,Falcon,Spider-Man
Captain America: Civil War,93.05,0.633,Spider-Man,Falcon,Spider-Man
Captain America: Civil War,93.3,0.6347,Spider-Man,Falcon,Spider-Man
Captain America: Civil War,93.3,0.6347,Spider-Man,The Winter Soldier,Spider-Man
Captain America: Civil War,93.47,0.6359,Falcon,Spider-Man,Falcon
Captain America: Civil War,93.65,0.6371,Captain America,Black Panther,Black Panther
Captain America: Civil War,93.88,0.6386,Ant-Man,War Machine,Ant-Man
Captain America: Civil War,93.88,0.6386,Ant-Man,Black Widow,Ant-Man
Captain America: Civil War,94.38,0.642,Vision,Team Freedom,Vision
Captain America: Civil War,95.28,0.6482,Iron Man,Captain America,inconclusive
Captain America: Civil War,95.28,0.6482,Black Widow,Ant-Man,inconclusive
Captain America: Civil War,95.28,0.6482,Black Panther,The Winter Soldier,Black Panther
Captain America: Civil War,95.28,0.6482,Hawkeye,Vision,inconclusive
Captain America: Civil War,95.28,0.6482,Scarlet Witch,Spider-Man,Scarlet Witch
Captain America: Civil War,95.28,0.6482,War Machine,Falcon,inconclusive
Captain America: Civil War,95.33,0.6485,Black Panther,The Winter Soldier,The Winter Soldier
Captain America: Civil War,95.35,0.6486,Iron Man,Captain America,Captain America
Captain America: Civil War,95.37,0.6488,Hawkeye,Iron Man,Hawkeye
Captain America: Civil War,95.38,0.6488,Black Widow,Ant-Man,Black Widow
Captain America: Civil War,95.43,0.6492,Scarlet Witch,Spider-Man,inconclusive
Captain America: Civil War,95.52,0.6498,Black Panther,The Winter Soldier,The Winter Soldier
Captain America: Civil War,95.58,0.6502,Black Widow,Hawkeye,Hawkeye
Captain America: Civil War,95.73,0.6512,Black Widow,Hawkeye,Black Widow
Captain America: Civil War,95.78,0.6516,Scarlet Witch,Black Widow,Scarlet Witch
Captain America: Civil War,96.1,0.6537,Black Panther,The Winter Soldier,Black Panther
Captain America: Civil War,96.17,0.6542,Scarlet Witch,Black Panther,Scarlet Witch
Captain America: Civil War,96.25,0.6548,Captain America,Spider-Man,Captain America
Captain America: Civil War,96.47,0.6563,Spider-Man,Captain America,Spider-Man
Captain America: Civil War,96.67,0.6576,Spider-Man,Captain America,Captain America
Captain America: Civil War,96.8,0.6585,Falcon,Iron Man,Iron Man
Captain America: Civil War,97.08,0.6604,Ant-Man,Iron Man,Ant-Man
Captain America: Civil War,97.18,0.6611,Spider-Man,Captain America,Captain America
Captain America: Civil War,97.45,0.6629,Spider-Man,Captain America,Captain America
Captain America: Civil War,97.53,0.6635,Spider-Man,Captain America,Captain America
Captain America: Civil War,97.73,0.6648,Hawkeye,Iron Man,Hawkeye
Captain America: Civil War,97.8,0.6653,Ant-Man,Iron Man,Ant-Man
Captain America: Civil War,98.22,0.6682,Ant-Man,Iron Man,Iron Man
Captain America: Civil War,98.65,0.6711,War Machine,Falcon,War Machine
Captain America: Civil War,99.05,0.6738,Ant-Man,War Machine,Ant-Man
Captain America: Civil War,99.52,0.677,Falcon,Iron Man,Falcon
Captain America: Civil War,99.55,0.6772,Ant-Man,War Machine,Ant-Man
Captain America: Civil War,99.77,0.6787,Ant-Man,Vision,Vision
Captain America: Civil War,99.87,0.6794,Iron Man,Falcon,Iron Man
Captain America: Civil War,99.9,0.6796,Ant-Man,Iron Man,Ant-Man
Captain America: Civil War,100.13,0.6812,Falcon,Iron Man,Falcon
Captain America: Civil War,100.28,0.6822,Ant-Man,Black Panther,Ant-Man
Captain America: Civil War,100.35,0.6827,War Machine,Ant-Man,War Machine
Captain America: Civil War,100.52,0.6838,Spider-Man,Ant-Man,Spider-Man
Captain America: Civil War,100.55,0.684,Hawkeye,Black Panther,inconclusive
Captain America: Civil War,100.6,0.6844,Spider-Man,Ant-Man,inconclusive
Captain America: Civil War,100.6,0.6844,War Machine,Ant-Man,inconclusive
Captain America: Civil War,100.65,0.6847,Hawkeye,Black Panther,inconclusive
Captain America: Civil War,100.83,0.6859,Hawkeye,Black Panther,inconclusive
Captain America: Civil War,100.87,0.6862,War Machine,Ant-Man,Ant-Man
Captain America: Civil War,101.03,0.6873,War Machine,Ant-Man,Ant-Man
Captain America: Civil War,101.13,0.688,Scarlet Witch,War Machine,Scarlet Witch
Captain America: Civil War,101.23,0.6886,Spider-Man,Ant-Man,Ant-Man
Captain America: Civil War,101.32,0.6893,Vision,Ant-Man,Vision
Captain America: Civil War,101.43,0.69,Black Panther,Hawkeye,Black Panther
Captain America: Civil War,101.53,0.6907,Vision,Ant-Man,Vision
